,BonusAmount,Trialid,action,comments,design,difficulty,engagement,expTime,gambleDelay,gambleRT,gender,indexOf,interest,length,outcomeRT,pbGamble,phase,recordedPresses,recordedTimes,response,standardGamble,status,switchTimes,template,templates,trialNumber,understand,uniqueid,viewTime
230,,24,,,,,,,635.7249784,0,,,,,163,12,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,fkey",",610,1785,2591,3389,4214,4948,5671,6290,6745",success,4,,",460,520,146,124,223,72,131,486",,,93,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
231,,34,,,,,,,2079.034302,870,,,,,239,24,,",jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey",",586,1313,2148,2965,3566,4007,4883,5661,6404",gamble,4,,",434,111,197,118,446,211,160,71",,,94,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
232,,4,,,,,,,2881.201929,0,,,,,227,36,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",956,1676,2457,3283,4085,4771,5577,6395",success,4,,",791,95,125,186,135,35,164,214",,,95,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
233,,29,,,,,,,2434.143357,0,,,,,292,36,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",750,1405,2133,2848,3666,4403,5074,5835",success,9,,",572,25,110,64,139,98,50,142",,,96,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
234,,4,,,,,,,655.9658829,1032,,,,,372,12,,",jkey,jkey,space,jkey,jkey,fkey,jkey,fkey,jkey,jkey,fkey",",614,2048,2354,2800,3394,3756,4387,5119,5729,6268,6990",gamble,4,,",460,0,122,1070,11,88,502,83",,,97,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
235,,21,,,,,,,2732.466301,0,,,,,486,36,,",jkey,fkey,jkey,jkey,jkey,fkey,jkey,fkey",",714,1439,2091,2583,4111,4886,5554,6281",success,1,,",553,80,496,186,66,114,56,93",,,98,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
236,,4,,,,,,,2275.021472,894,,,,,473,24,,",jkey,fkey,jkey,jkey,fkey,space,jkey,fkey,jkey,fkey",",606,1460,2124,2546,3272,3800,4236,4964,5642,6341",gamble,4,,",431,233,429,95,317,64,67,62",,,99,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
237,,38,,,,,,,959.8256505,920,,,,,170,12,,",jkey,fkey,jkey,space,jkey,fkey,jkey,fkey,jkey,fkey",",631,1403,2144,2548,3017,3413,4096,4737,5410,6095",gamble,8,,",461,124,74,640,28,21,71,41",,,100,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
238,,35,,,,,,,3536.569362,782,,,,,331,48,,",jkey,fkey,jkey,jkey,fkey,jkey,fkey,jkey,space,fkey,jkey",",466,989,1599,2013,2855,3549,4216,4954,5313,5801,6467",gamble,5,,",798,408,162,55,33,90,197,60",,,101,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
239,,29,,,,,,,2430.951576,0,,,,,305,36,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",675,1395,2085,2894,3609,4354,5066,5809",success,9,,",553,33,129,119,92,98,72,90",,,102,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
240,,22,,,,,,,2539.882173,0,,,,,173,36,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",544,1216,1877,2634,3345,4007,4718,5427",success,2,,",374,4,61,78,90,6,114,74",,,103,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
241,,34,,,,,,,2962.024287,1014,,,,,236,48,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,space,fkey,jkey",",550,994,1735,2546,3230,3989,4681,5030,5527,6181",gamble,4,,",828,135,111,86,130,47,153,103",,,104,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
242,,35,,,,,,,890.4174582,784,,,,,170,12,,",fkey,jkey,fkey,space,jkey,fkey,jkey,fkey,jkey",",1094,1744,2476,2780,3209,3920,4658,5367,6029",gamble,5,,",922,2,114,54,120,79,62,39",,,105,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
243,,75,,,,,,,1427.626351,982,,,,,268,12,,",fkey,jkey,fkey,fkey,jkey,space,fkey,jkey,fkey,jkey,fkey",",912,1385,2035,2502,3244,3755,4233,4957,5649,6268,6950",gamble,5,,",1210,492,79,332,117,50,29,9",,,106,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
244,,8,,,,,,,846.5960463,1212,,,,,551,12,,",jkey,jkey,space,fkey,jkey,fkey,fkey,jkey,fkey",",805,2392,2864,3354,4105,4749,5267,6058,6896",gamble,8,,",630,152,160,281,137,520,146,165",,,107,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
245,,5,,,,,,,2569.678762,0,,,,,816,36,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",871,1440,2199,3070,3773,4517,5236,5959,6639",success,5,,",1213,162,190,79,87,108,78,65",,,108,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
246,,21,,,,,,,2339.497378,0,,,,,555,36,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",584,910,1703,2542,3428,4236,5033,5925,6619",success,1,,",688,207,160,291,142,190,249,94",,,109,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
247,,1,,,,,,,653.0480413,0,,,,,0,12,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",1311,2024,2762,3501,4256,5008,5755,6498",failOutcome,1,,",1139,52,108,114,111,134,118,149",,,110,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
248,,8,,,,,,,3547.407813,0,,,,,806,48,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,jkey",",806,1624,2393,3181,3985,4689,5385,6029,6762",success,8,,",642,178,101,141,126,81,99,714",,,111,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
249,,24,,,,,,,3552.66232,0,,,,,424,48,,",jkey,fkey,jkey,jkey,fkey,jkey,fkey,jkey,fkey",",984,1767,2349,2884,3634,4365,5038,5793,6595",success,4,,",803,134,492,92,102,65,83,157",,,112,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
250,,31,,,,,,,1602.907647,1510,,,,,232,24,,",fkey,jkey,jkey,fkey,space,jkey,fkey,jkey,jkey,fkey,jkey",",684,1363,2822,3342,3799,4325,4852,5530,6009,6676,7340",gamble,1,,",505,47,105,55,1383,506,14,69",,,113,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
251,,22,,,,,,,1245.515813,0,,,,,0,12,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",788,1520,2363,3056,3834,4699,5391,6142",failOutcome,2,,",642,70,187,51,158,138,111,166",,,114,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
252,,21,,,,,,,1935.465934,867,,,,,319,24,,",fkey,jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey",",829,1197,1884,2583,3424,3978,4458,5328,6033,6817",gamble,1,,",1010,60,87,176,382,218,69,173",,,115,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
253,,2,,,,,,,1056.799659,1366,,,,,281,12,,",fkey,jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,jkey,fkey,jkey,fkey",",687,1030,1696,2461,3016,3449,3967,4484,5159,5535,6271,7071,7778",gamble,2,,",839,42,107,1393,420,120,113,141",,,116,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
254,,22,,,,,,,2991.586911,799,,,,,379,36,,",jkey,fkey,jkey,fkey,jkey,space,fkey,jkey,fkey",",680,1605,2362,3115,3842,4497,5087,5875,6590",gamble,2,,",543,243,120,113,79,612,135,103",,,117,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
255,,34,,,,,,,1531.581222,1375,,,,,339,24,,",jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey",",605,1440,2214,2909,3487,4001,4673,5418,6093",gamble,4,,",434,208,103,93,419,42,105,68",,,118,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
256,,25,,,,,,,556.6778121,0,,,,,910,0,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",701,1430,2183,2923,3745,4508,5189,5910",success,5,,",556,84,45,118,177,136,66,62",,,119,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
257,,32,,,,,,,2045.000562,992,,,,,675,36,,",fkey,jkey,fkey,jkey,fkey,jkey,jkey,fkey,jkey,fkey,jkey,jkey",",739,1418,2175,4331,5005,5598,6114,6415,7149,7684,8243,8756",gamble,2,,",587,27,91,1531,25,512,884,464",,,120,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
258,,9,,,,,,,2093.078056,788,,,,,109,24,,",jkey,fkey,jkey,fkey,jkey,space,jkey,fkey,jkey,fkey,jkey",",887,1281,2018,2813,3566,4172,4665,5140,5834,6595,7437",gamble,9,,",1122,98,109,150,919,49,126,217",,,121,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
259,,21,,,,,,,2624.218106,0,,,,,313,36,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",733,1398,2162,2852,3651,4325,5036,5731",success,1,,",543,58,118,77,106,68,58,77",,,122,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
260,,86,,,,,,,1527.420668,0,,,,,254,24,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",735,1604,2372,3177,4002,4758,5557,6315",success,6,,",591,215,114,180,150,161,116,158",,,123,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
261,,39,,,,,,,3741.406031,630,,,,,181,60,,",fkey,jkey,fkey,jkey,fkey,jkey,space,fkey,jkey",",762,1494,2303,3088,3857,4601,5126,5683,6437",gamble,9,,",592,73,201,158,63,188,438,77",,,124,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
262,,8,,,,,,,1546.317644,1391,,,,,310,24,,",fkey,jkey,fkey,jkey,space,jkey,jkey,fkey,jkey,jkey,fkey,jkey",",939,1718,2524,3242,3854,4283,4779,5094,5682,6476,7229,8081",gamble,8,,",770,171,150,64,1210,771,128,242",,,125,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
263,,39,,,,,,,3563.240308,0,,,,,297,48,,",fkey,jkey,fkey,jkey,jkey,fkey,jkey",",746,1673,2441,3380,5050,5857,6683",success,9,,",598,265,161,276,203,140,196,192",,,126,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
264,,2,,,,,,,586.4025917,1453,,,,,0,0,,",jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey,jkey",",604,974,1756,2531,3031,3490,4296,4964,5738,6508",gambleFail,2,,",828,130,128,312,165,28,162,159",,,127,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
265,,28,,,,,,,2312.876122,849,,,,,451,36,,",fkey,jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey",",719,1061,1871,2695,3556,4251,4742,5584,6392,7144",gamble,8,,",889,184,171,224,542,210,199,130",,,128,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
266,,86,,,,,,,1959.094141,0,,,,,299,24,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",962,1740,2511,3222,4070,4781,5572,6285",success,6,,",830,84,131,105,194,73,130,140",,,129,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
267,,2,,,,,,,1315.142362,0,,,,,172,12,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",889,1637,2365,3047,3738,4495,5242,5900",success,2,,",730,135,45,36,61,122,76,37",,,130,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
268,,1,,,,,,,1547.716751,0,,,,,284,12,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",693,1670,2390,3092,3845,4613,5381,6029",success,1,,",554,314,114,23,125,111,164,11",,,131,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
269,,8,,,,,,,1911.383576,0,,,,,509,24,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,fkey",",859,1512,2224,2939,3634,4380,5100,5764,6317",success,8,,",722,11,52,105,12,132,143,554",,,132,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
270,,,,,,,,,,,,,,,,,postquestionnaire,,,,,begin,,,,,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
271,1,,,,,,,,,,,,,,,,postquestionnaire,,,,,submit,,,,,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
273,,,,,,,10,,,,,,,,,,,,,,,,,,,,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
274,,,,,,0,,,,,,,,,,,,,,,,,,,,,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
275,,,,,,,,,,,,,,6,,,,,,,,,,,,,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
276,,,,,4,,,,,,,,,,,,,,,,,,,,,,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
277,,,,,,,,,,,2,,,,,,,,,,,,,,,,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
278,,,,,,,,,,,,,5,,,,,,,,,,,,,,,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,5,A2IRBZJJEB9P5E:3FE7TXL1LINMNBN6T5J9SBD69EZ2QL,
280,,,Begin,,,,,,,,,,,,,,INSTRUCTIONS,,,,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-ready.html']",,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
281,,,NextPage,,,,,,,,,0,,,,,INSTRUCTIONS,,,,,,,instructions/instruct-1.html,,,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,8867
282,,,NextPage,,,,,,,,,1,,,,,INSTRUCTIONS,,,,,,,instructions/instruct-2.html,,,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,62027
283,,,NextPage,,,,,,,,,2,,,,,INSTRUCTIONS,,,,,,,instructions/instruct-3.html,,,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,19156
284,,,FinishInstructions,,,,,,,,,3,,,,,INSTRUCTIONS,,,,,,,instructions/instruct-ready.html,,,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,25829
285,,4,,,,,,,2123.60125,0,,,,,0,24,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",1036,2171,3580,5065,6341,7800,9065,10341,11545",failOutcome,4,,",1981,804,814,679,793,612,624,656",,,1,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
286,,1,,,,,,,2097.441648,0,,,,,0,24,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",1295,2422,3708,5103,6337,7579,8484,9428",failOutcome,1,,",1065,562,677,727,664,603,314,256",,,2,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
287,,35,,,,,,,818.5976211,0,,,,,0,12,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",1460,2651,3803,4797,5879,6879,7928,8895",failOutcome,5,,",1340,535,492,343,526,295,494,276",,,3,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
288,,29,,,,,,,1169.30235,0,,,,,0,12,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",1141,1844,3025,4037,4961,6110,6982,7999,8856",failOutcome,9,,",1681,583,334,343,491,321,275,294",,,4,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
289,,34,,,,,,,1049.520387,0,,,,,0,12,,",jkey,fkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",1281,1866,3088,4260,5449,6607,7388,8167,9199",failOutcome,4,,",1138,1125,624,484,263,337,277,363",,,5,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
290,,86,,,,,,,1836.045688,0,,,,,0,24,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",1547,2685,3620,5118,6556,7646,8621,9309",failOutcome,6,,",1397,555,233,896,774,540,287,134",,,6,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
291,,35,,,,,,,3050.511322,0,,,,,0,36,,",fkey,jkey,fkey,fkey,jkey,fkey,jkey",",1417,2525,3569,5495,6357,7325,8117",failOutcome,5,,",1299,417,415,294,276,316,282,234",,,7,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
292,,39,,,,,,,1023.694813,0,,,,,0,12,,",jkey,jkey,fkey,jkey,fkey,jkey,fkey",",1719,3720,4732,5678,6527,7336,8127",failOutcome,9,,",1599,284,403,424,302,149,154,185",,,8,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
293,,31,,,,,,,2506.055461,0,,,,,0,35,,",jkey,fkey,jkey,jkey,fkey,jkey,fkey",",1258,2064,2872,4341,5324,6012,6798",failOutcome,1,,",1130,44,247,140,75,263,136,173",,,9,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
294,,31,,,,,,,1223.990227,0,,,,,0,12,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",1328,1696,2538,3388,4158,5138,5762,6759,7949,8317",failOutcome,1,,",1496,247,181,213,158,157,393,613",,,10,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
295,,32,,,,,,,699.9211002,0,,,,,0,12,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",1450,2479,3410,4258,5155,5910,6731,7498",failOutcome,2,,",1319,327,325,222,264,113,195,148",,,11,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
296,,38,,,,,,,2125.11951,0,,,,,0,24,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",1259,2087,2952,3816,4559,5492,6286,7190",failOutcome,8,,",1130,94,297,195,151,283,220,204",,,12,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
297,,24,,,,,,,3193.687062,0,,,,,0,24,,",fkey,jkey,jkey,jkey,fkey,jkey,fkey,jkey",",1320,2071,3718,6368,7808,9126,10458,11330",failOutcome,4,,",1199,18,1878,1205,801,723,693,248",,,13,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
298,,9,,,,,,,1646.612897,0,,,,,0,24,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",1304,2236,3231,4206,5138,5946,6587,7466",failOutcome,9,,",1100,282,424,365,235,212,0,237",,,14,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
299,,5,,,,,,,1002.986916,0,,,,,0,12,,",jkey,jkey,fkey,jkey,fkey,jkey,fkey",",948,2799,3850,4818,5778,6591,7518",failOutcome,5,,",828,143,415,355,373,327,231,292",,,15,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
300,,25,,,,,,,3666.871978,0,,,,,0,48,,",jkey,fkey,jkey,fkey,fkey,jkey,fkey",",1281,2133,3036,3938,5622,6521,7336",failOutcome,5,,",1096,236,274,215,304,174,259,138",,,16,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
301,,5,,,,,,,3076.815121,0,,,,,0,24,,",jkey,fkey,fkey,jkey,fkey,fkey,jkey,fkey,jkey,fkey",",1313,1905,3688,4927,5667,6932,8102,9409,10557,11744",failOutcome,5,,",1097,1723,725,1265,631,635,562,460",,,17,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
302,,38,,,,,,,635.4420335,0,,,,,0,12,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",1170,1674,2743,4100,5256,6213,7045,7878,8639",failOutcome,8,,",1459,491,653,582,222,322,162,141",,,18,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
303,,86,,,,,,,856.5168731,0,,,,,0,11,,",fkey,fkey,jkey,fkey,jkey,fkey,jkey",",1551,3080,3788,4701,5563,6271,6908",failOutcome,6,,",1362,59,197,92,215,248,85,53",,,19,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
304,,29,,,,,,,998.540782,0,,,,,0,12,,",jkey,fkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",1265,1963,3477,4834,5722,6828,8004,8506,9209",failOutcome,9,,",1146,1487,819,50,622,292,104,6",,,20,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
305,,5,,,,,,,1328.996366,0,,,,,0,24,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",1610,2399,3312,4331,5169,5978,6701,7500",failOutcome,5,,",1440,61,368,283,301,134,120,225",,,21,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
306,,24,,,,,,,3615.330874,0,,,,,0,48,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",1168,2047,2849,3650,4328,5112,5778,6659",failOutcome,4,,",1045,214,205,74,143,82,130,77",,,22,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
307,,2,,,,,,,2182.702552,0,,,,,0,35,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",609,1655,2211,4448,5704,6263,6837,8084,9406,10705",failOutcome,2,,",606,213,12,1536,673,1714,712,666",,,23,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
308,,32,,,,,,,2985.694002,0,,,,,0,36,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",1561,2457,3407,4286,5074,5900,6603,7047,7827,9238",failOutcome,2,,",1409,312,243,257,129,233,1210,816",,,24,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
309,,29,,,,,,,2404.845251,0,,,,,0,36,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",918,1413,2410,3219,3862,4418,4919,6182,7051,8056,8668,9306,10828",failOutcome,9,,",1204,437,55,103,1703,214,406,2099",,,25,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
310,,32,,,,,,,1723.103888,0,,,,,0,12,,",fkey,jkey,fkey,jkey,jkey,fkey,jkey,fkey,jkey",",1557,2799,3964,5026,5946,6608,7369,8091,8701",failOutcome,2,,",1419,592,401,564,901,161,44,16",,,26,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
311,,5,,,,,,,3019.551256,0,,,,,0,36,,",jkey,fkey,jkey,fkey,fkey,jkey,jkey,fkey,jkey,fkey",",1341,2107,3048,3528,5165,6396,7800,8183,9666,11055",failOutcome,5,,",1200,35,407,1396,704,1112,881,743",,,27,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
312,,39,,,,,,,2939.634656,0,,,,,0,24,,",space,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",581,1470,2664,4004,4881,5840,6640,7804,8665",failOutcome,9,,",1343,515,728,236,382,137,547,218",,,28,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
313,,25,,,,,,,3595.918964,0,,,,,0,48,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",899,1648,2521,3578,4764,5258,5991,6814,8231,8971",failOutcome,5,,",759,26,336,385,613,1338,904,33",,,29,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
314,,2,,,,,,,2336.543735,0,,,,,0,36,,",jkey,fkey,jkey,fkey,fkey,jkey,fkey,jkey,fkey",",1211,1947,2633,3298,5208,6866,8295,9580,10348",failOutcome,2,,",1067,53,100,1917,1048,737,714,72",,,30,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
315,,22,,,,,,,3236.558249,0,,,,,0,36,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",1256,1725,2789,3857,4574,5548,6497,7348,8077",failOutcome,2,,",1578,470,361,49,404,281,240,72",,,31,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
316,,2,,,,,,,1622.038249,0,,,,,0,12,,",jkey,fkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",1226,1874,3427,4574,5566,6679,7138,8065,8709,10018,11253",failOutcome,2,,",1126,1485,573,306,565,1318,739,548",,,32,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
317,,38,,,,,,,2324.880067,0,,,,,0,23,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,fkey",",2122,3162,3899,4496,4953,5564,6845,7442,8273,8803,9982,10722,12319",failOutcome,8,,",2012,368,133,941,736,1168,704,1591",,,33,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
318,,8,,,,,,,713.3993152,0,,,,,0,11,,",jkey,fkey,jkey,fkey,jkey,fkey,fkey,jkey,fkey",",1106,1935,3694,4491,5821,6366,7570,8958,9674",failOutcome,8,,",974,183,1161,45,834,1040,821,42",,,34,,AD1PP40BCLSD2:3SLE99ER0NDPPGOTZUVXKXSE8NWBZP,
